hours,group_01,group_02,group_03,group_04,group_05,group_06,group_07,group_08,group_09,group_10,group_11,group_12
4430,0.123192,0.122505,0.125597,0.146849,0.130276,0.138309,0.135351,0.140338,0.12569,0.127169,0.123669,0.132645
4440,0.118981,0.121335,0.130096,0.152968,0.137834,0.141107,0.112714,0.14134,0.140608,0.142732,0.105555,0.145804
4450,0.10113,0.138263,0.118326,0.137224,0.119341,0.14359,0.116814,0.136812,0.127504,0.147123,0.108189,0.133366
4460,0.120727,0.12481,0.133447,0.149668,0.124471,0.136521,0.124501,0.148661,0.150248,0.149274,0.116307,0.124766
4470,0.115023,0.142517,0.125795,0.15255,0.12701,0.136492,0.113689,0.145934,0.143487,0.141633,0.109702,0.127784
4480,0.128852,0.129094,0.12166,0.152895,0.122296,0.133024,0.126457,0.155426,0.154073,0.128211,0.094394,0.137393
4490,0.112613,0.123828,0.129843,0.155339,0.130263,0.117527,0.118616,0.123543,0.153691,0.159986,0.126766,0.112357
4500,0.110734,0.14656,0.125196,0.164241,0.123214,0.141178,0.131918,0.144597,0.134446,0.139518,0.110515,0.131877
4510,0.124932,0.137471,0.114053,0.137185,0.117775,0.134316,0.137056,0.140975,0.152679,0.144576,0.114435,0.117606
4520,0.123455,0.158457,0.127639,0.151939,0.125831,0.133309,0.123306,0.12719,0.136325,0.145645,0.115576,0.13142
4530,0.119908,0.147449,0.118174,0.145883,0.124996,0.12668,0.124149,0.135201,0.135342,0.15151,0.125466,0.121019
4540,0.11818,0.147792,0.132474,0.145564,0.1338,0.132128,0.136877,0.143453,0.143296,0.152148,0.104448,0.121152
4550,0.122778,0.150167,0.13282,0.148242,0.122831,0.147836,0.125477,0.118168,0.158944,0.152,0.109276,0.126891
4560,0.126246,0.136183,0.12473,0.148557,0.125047,0.128806,0.128559,0.139944,0.144936,0.169227,0.121546,0.135617
4570,0.104379,0.154352,0.129084,0.142642,0.13482,0.142459,0.127943,0.136017,0.143028,0.154402,0.118583,0.139679
4580,0.114118,0.147875,0.126244,0.171908,0.12892,0.142162,0.117609,0.115823,0.156677,0.135781,0.116802,0.13861
4590,0.119584,0.141096,0.122984,0.163168,0.11807,0.14515,0.11796,0.126229,0.151288,0.136953,0.128216,0.12795
4600,0.109041,0.14198,0.129089,0.15928,0.135319,0.138929,0.114533,0.120198,0.160256,0.154246,0.12517,0.141053
4610,0.121958,0.148006,0.127324,0.156329,0.123221,0.140173,0.111372,0.124002,0.146232,0.154773,0.109985,0.139135
4620,0.109277,0.146177,0.130098,0.160088,0.122918,0.151654,0.121651,0.131387,0.138763,0.139695,0.115662,0.139373
4630,0.104796,0.137592,0.127903,0.168312,0.150835,0.141616,0.115516,0.143924,0.149773,0.153679,0.117472,0.146479
4640,0.117577,0.147865,0.143262,0.162117,0.138583,0.160716,0.124211,0.157179,0.149673,0.160548,0.124742,0.135947
4650,0.117467,0.132727,0.135543,0.166688,0.117807,0.150436,0.117823,0.135817,0.152095,0.148827,0.121569,0.148145
4660,0.142992,0.133328,0.13874,0.169116,0.112672,0.156849,0.114316,0.160278,0.154033,0.153592,0.12228,0.145422
4670,0.121408,0.131587,0.127911,0.142021,0.127349,0.129838,0.114748,0.133959,0.156732,0.151604,0.113881,0.137717
4680,0.123968,0.144477,0.12695,0.159689,0.128935,0.128736,0.117555,0.138625,0.15618,0.155262,0.109384,0.147761
4690,0.126955,0.132832,0.132528,0.154082,0.117641,0.1406,0.129691,0.156562,0.158205,0.14626,0.116269,0.147983
4700,0.129523,0.143605,0.138593,0.146395,0.135234,0.128713,0.124233,0.138198,0.147532,0.149913,0.124984,0.123362
4710,0.137487,0.148941,0.133139,0.147466,0.12536,0.142355,0.137787,0.131494,0.167094,0.16929,0.113394,0.143029
4720,0.121961,0.154555,0.117688,0.143318,0.130764,0.146128,0.129786,0.138368,0.154598,0.165279,0.120654,0.143085
4730,0.135481,0.14435,0.134097,0.142551,0.120085,0.136345,0.116664,0.139513,0.152352,0.165757,0.12199,0.1458
4740,0.125154,0.144526,0.130802,0.151229,0.114001,0.14187,0.120294,0.141639,0.172605,0.170228,0.132361,0.132935
4750,0.118003,0.142216,0.12325,0.156006,0.120791,0.146031,0.128333,0.123067,0.166661,0.163005,0.116986,0.144836
4760,0.123129,0.1472,0.119206,0.161154,0.118382,0.145468,0.126046,0.146382,0.144532,0.17698,0.119445,0.132786
4770,0.125925,0.152911,0.135142,0.154138,0.129372,0.135146,0.120567,0.134837,0.159287,0.180573,0.129365,0.131246
4780,0.139602,0.140917,0.134409,0.16278,0.131837,0.13055,0.116341,0.139228,0.159401,0.167249,0.138428,0.140796
4790,0.139294,0.144684,0.130939,0.155053,0.123469,0.146146,0.119043,0.134711,0.148653,0.145039,0.124741,0.143739
4800,0.116316,0.145414,0.129792,0.154066,0.14389,0.153278,0.111139,0.140559,0.153785,0.162527,0.128766,0.149208
4810,0.120797,0.147294,0.135376,0.163388,0.134965,0.142109,0.121929,0.151151,0.144734,0.179966,0.149568,0.165795
4820,0.133936,0.149322,0.138056,0.160229,0.133249,0.131845,0.109116,0.147416,0.146502,0.162114,0.161944,0.148893
4830,0.133409,0.142696,0.138761,0.154851,0.144519,0.148104,0.107757,0.149736,0.144299,0.161032,0.13826,0.166154
4840,0.123397,0.155102,0.117666,0.145954,0.13131,0.127412,0.112205,0.140612,0.148499,0.163706,0.130971,0.161355
4850,0.139012,0.137825,0.133581,0.165593,0.165465,0.144495,0.115327,0.149023,0.160003,0.161479,0.148716,0.14847
4860,0.127603,0.1467,0.137734,0.156854,0.129851,0.149334,0.108411,0.141528,0.158645,0.156206,0.138581,0.156727
4870,0.132568,0.150452,0.143174,0.150991,0.14369,0.145514,0.111258,0.141728,0.151428,0.164798,0.139154,0.158015
4880,0.138813,0.148541,0.126099,0.150628,0.13716,0.145685,0.122801,0.142845,0.150955,0.153715,0.129327,0.159482
4890,0.144386,0.139031,0.13911,0.171377,0.136996,0.146785,0.138137,0.14109,0.154408,0.178204,0.132156,0.168019
4900,0.136347,0.153637,0.125206,0.143755,0.136334,0.138043,0.128871,0.120187,0.166296,0.163233,0.133349,0.152961
4910,0.146169,0.148005,0.136506,0.147906,0.142327,0.137052,0.123793,0.155122,0.150067,0.171041,0.146961,0.158998
4920,0.136144,0.150841,0.129132,0.154909,0.151431,0.148054,0.125595,0.148296,0.152464,0.159894,0.136247,0.156319
4930,0.158536,0.163334,0.121101,0.163443,0.147817,0.126992,0.135659,0.141518,0.164185,0.167545,0.143224,0.159693
4940,0.15717,0.157386,0.116576,0.167513,0.142144,0.135118,0.128184,0.122142,0.158723,0.176771,0.153191,0.160883
4950,0.143029,0.151875,0.125064,0.153837,0.132988,0.141032,0.135497,0.152134,0.157111,0.171554,0.139096,0.171958
4960,0.161175,0.159913,0.124729,0.158871,0.166004,0.120158,0.131801,0.151223,0.163657,0.1743,0.118744,0.181183
4970,0.147628,0.163976,0.128538,0.149254,0.164753,0.148467,0.135714,0.139865,0.148763,0.168424,0.133958,0.162345
4980,0.145446,0.158382,0.13559,0.136565,0.153179,0.136806,0.11877,0.137389,0.151646,0.151236,0.141499,0.173251
4990,0.142888,0.178571,0.135069,0.176061,0.139525,0.141845,0.124064,0.148834,0.142148,0.166224,0.138998,0.162718
5000,0.138013,0.152955,0.129725,0.144062,0.149985,0.137787,0.118173,0.158341,0.149132,0.19125,0.145072,0.155247
5010,0.135864,0.155457,0.131248,0.156691,0.147113,0.134082,0.126419,0.144702,0.147007,0.164691,0.161607,0.163478
5020,0.144978,0.161089,0.11951,0.181552,0.150495,0.14345,0.117204,0.150858,0.146496,0.164477,0.143547,0.161736
5030,0.155128,0.155664,0.138476,0.147584,0.153313,0.141126,0.121994,0.151036,0.156891,0.157374,0.139778,0.162626
5040,0.153683,0.15814,0.132975,0.169571,0.154802,0.132023,0.129088,0.15512,0.144014,0.156626,0.14822,0.16012
5050,0.1489,0.154551,0.132373,0.164771,0.150179,0.13942,0.127608,0.163718,0.152009,0.161615,0.152267,0.163164
5060,0.158674,0.161382,0.128152,0.148318,0.160176,0.155203,0.125239,0.160852,0.148083,0.156754,0.151535,0.170816
5070,0.151517,0.16014,0.140659,0.174471,0.146339,0.143299,0.14787,0.146918,0.162765,0.1752,0.141994,0.168374
5080,0.157308,0.174071,0.110122,0.160016,0.161737,0.127771,0.14045,0.156015,0.16799,0.167057,0.147785,0.164509
5090,0.142976,0.165636,0.129684,0.164922,0.152325,0.151565,0.139057,0.164782,0.161995,0.165424,0.141004,0.155832
5100,0.150099,0.173416,0.141735,0.171453,0.148604,0.146595,0.122155,0.154925,0.16446,0.169467,0.151117,0.155229
5110,0.16029,0.170343,0.12314,0.186859,0.163357,0.12656,0.138113,0.151652,0.168163,0.153693,0.138674,0.169442
5120,0.157166,0.171826,0.121771,0.162803,0.162127,0.121395,0.147048,0.159646,0.160573,0.15207,0.147758,0.156651
5130,0.143679,0.15793,0.129383,0.159929,0.140623,0.14416,0.133866,0.150583,0.167282,0.17674,0.146046,0.15637
5140,0.162255,0.165172,0.117796,0.16591,0.16254,0.147148,0.145074,0.139032,0.154934,0.171118,0.138083,0.16137
5150,0.15496,0.183478,0.125002,0.166692,0.148513,0.144484,0.136118,0.147707,0.158449,0.164117,0.148183,0.161222
5160,0.148962,0.185286,0.130554,0.169769,0.14305,0.152183,0.134292,0.158603,0.176297,0.156089,0.147597,0.171884
5170,0.160074,0.182684,0.142036,0.188927,0.16484,0.139123,0.139236,0.141191,0.169693,0.161735,0.154521,0.168633
5180,0.155696,0.179948,0.134902,0.175718,0.157526,0.143952,0.147067,0.142708,0.16436,0.173203,0.148785,0.154573
5190,0.151359,0.178487,0.132625,0.170057,0.154318,0.153205,0.135547,0.144779,0.153393,0.175463,0.166721,0.137636
5200,0.153326,0.167297,0.135107,0.169688,0.167918,0.141248,0.131113,0.154148,0.150273,0.156813,0.137968,0.163954
5210,0.160868,0.185525,0.127449,0.170615,0.153918,0.163793,0.142595,0.141816,0.175787,0.176351,0.157804,0.162122
5220,0.145441,0.184203,0.140192,0.158358,0.176337,0.155497,0.138486,0.142661,0.156732,0.156834,0.126496,0.158213
5230,0.156497,0.155425,0.144491,0.182081,0.167939,0.166397,0.140109,0.151118,0.162477,0.172088,0.132397,0.154917
5240,0.150044,0.173603,0.128277,0.191005,0.155953,0.158003,0.129348,0.160436,0.176892,0.174171,0.150586,0.152275
5250,0.147256,0.176754,0.138132,0.170417,0.164069,0.151174,0.146958,0.164121,0.168888,0.1698,0.146967,0.146695
5260,0.141006,0.169111,0.137764,0.164181,0.169776,0.150582,0.13583,0.153435,0.17157,0.182165,0.144345,0.153328
5270,0.139757,0.175808,0.139798,0.189028,0.17664,0.152671,0.138234,0.170274,0.171653,0.158692,0.141321,0.166772
5280,0.166988,0.179352,0.140149,0.185341,0.167877,0.149716,0.130002,0.141289,0.176538,0.174881,0.145298,0.155151
5290,0.167767,0.182964,0.132619,0.164855,0.171965,0.149263,0.150711,0.172695,0.169541,0.171891,0.146614,0.152286
5300,0.156139,0.172396,0.144935,0.1812,0.163929,0.150906,0.130804,0.16013,0.177719,0.169721,0.145102,0.18239
5310,0.153102,0.167349,0.145604,0.184919,0.158246,0.146784,0.148987,0.128562,0.191838,0.168253,0.157795,0.172148
5320,0.16082,0.181214,0.140199,0.186252,0.149244,0.141528,0.137523,0.156872,0.183447,0.173768,0.143888,0.145664
5330,0.158126,0.180344,0.139301,0.167796,0.174501,0.15704,0.14513,0.140692,0.174791,0.180476,0.153353,0.171595
5340,0.165544,0.173131,0.132831,0.171027,0.157969,0.139306,0.162535,0.144646,0.174722,0.190087,0.152881,0.172766
5350,0.147785,0.185749,0.130901,0.15414,0.175346,0.14817,0.149481,0.14984,0.18581,0.172903,0.156941,0.16015
5360,0.159036,0.177847,0.146565,0.173201,0.167655,0.149906,0.133278,0.13305,0.175096,0.173893,0.160316,0.162176
5370,0.16934,0.18234,0.150974,0.168677,0.153857,0.147948,0.128476,0.158119,0.179613,0.172272,0.141783,0.15878
5380,0.149929,0.164597,0.160954,0.176961,0.148383,0.17749,0.147935,0.145969,0.163143,0.15555,0.151191,0.191551
5390,0.149549,0.182593,0.149953,0.184736,0.166026,0.159449,0.138536,0.132498,0.175551,0.178005,0.158804,0.185864
5400,0.159501,0.160534,0.148528,0.16929,0.175362,0.167534,0.147541,0.137383,0.167977,0.160183,0.165416,0.17049
5410,0.14538,0.178138,0.148458,0.15536,0.1759,0.153344,0.138236,0.148382,0.182915,0.168609,0.155819,0.159811
5420,0.144359,0.18309,0.151674,0.175439,0.168753,0.157193,0.138112,0.145568,0.164379,0.158398,0.134333,0.182676
5430,0.146759,0.191904,0.157072,0.17722,0.168062,0.162801,0.133444,0.160202,0.171956,0.171029,0.16255,0.184395
5440,0.174187,0.179852,0.149811,0.166496,0.189732,0.161712,0.125667,0.149734,0.16494,0.176854,0.167798,0.177855
5450,0.156867,0.186605,0.1572,0.155873,0.14337,0.182147,0.147355,0.178262,0.166631,0.177247,0.156612,0.17815
5460,0.166058,0.188291,0.156658,0.159139,0.16655,0.170463,0.121554,0.161039,0.175657,0.161155,0.160222,0.18143
5470,0.153388,0.187024,0.15188,0.185802,0.175002,0.169208,0.13997,0.145418,0.16059,0.178002,0.164992,0.174783
5480,0.14809,0.18316,0.145872,0.185198,0.168231,0.154821,0.141716,0.145916,0.19703,0.172075,0.155171,0.166409
5490,0.172648,0.185965,0.147463,0.158858,0.177971,0.164831,0.13316,0.153523,0.185629,0.171532,0.162389,0.180724
5500,0.168076,0.1718,0.15098,0.173399,0.165518,0.16121,0.147588,0.158845,0.1782,0.18154,0.161273,0.177148
5510,0.151971,0.18686,0.154421,0.152953,0.162986,0.162501,0.156527,0.157896,0.16356,0.168522,0.157918,0.180363
5520,0.170101,0.181909,0.153101,0.15638,0.151836,0.160231,0.152708,0.166484,0.164628,0.194088,0.176186,0.173725
5530,0.166599,0.179242,0.144597,0.173909,0.167365,0.15984,0.149522,0.148052,0.177825,0.191995,0.169879,0.174862
5540,0.177898,0.189493,0.155281,0.169559,0.152873,0.15991,0.149537,0.143741,0.167976,0.196443,0.166325,0.177236
5550,0.148735,0.186794,0.148702,0.163317,0.147568,0.136788,0.140461,0.173186,0.171796,0.184324,0.162662,0.203727
5560,0.181064,0.179284,0.160382,0.16886,0.17828,0.181749,0.141884,0.151683,0.166811,0.182033,0.17166,0.181808
5570,0.163354,0.190143,0.150832,0.153551,0.183923,0.155594,0.153042,0.153195,0.167321,0.194671,0.183809,0.186839
5580,0.170687,0.194332,0.153286,0.178981,0.164457,0.155897,0.149068,0.173122,0.168694,0.176298,0.169469,0.17828
5590,0.172887,0.203356,0.15852,0.179252,0.183803,0.148091,0.151998,0.164813,0.170299,0.175229,0.175772,0.170709
5600,0.167277,0.1814,0.156452,0.154396,0.18593,0.153924,0.147658,0.162377,0.181146,0.167357,0.162831,0.17303
5610,0.172265,0.177178,0.15638,0.183902,0.164888,0.15773,0.150096,0.168639,0.157563,0.18979,0.165142,0.17923
5620,0.165298,0.194992,0.144685,0.170655,0.184959,0.157379,0.157155,0.156786,0.152058,0.168814,0.177753,0.188868
5630,0.168292,0.176647,0.156684,0.176698,0.174638,0.15563,0.152355,0.161261,0.163281,0.158303,0.175657,0.185798
5640,0.178408,0.185883,0.147468,0.195453,0.193437,0.164137,0.155595,0.161535,0.171731,0.183545,0.169474,0.193487
5650,0.166112,0.180517,0.161192,0.161894,0.191518,0.165476,0.152586,0.164811,0.180913,0.177825,0.166002,0.165859
5660,0.167407,0.194246,0.151637,0.178547,0.194868,0.156005,0.15568,0.166813,0.147948,0.174633,0.16861,0.203194
5670,0.182988,0.201112,0.141132,0.176106,0.171689,0.160352,0.16669,0.161197,0.162395,0.184243,0.172185,0.193691
5680,0.191093,0.190581,0.159205,0.169214,0.192705,0.1633,0.151556,0.183226,0.175952,0.176575,0.15956,0.184831
5690,0.181159,0.202427,0.153604,0.172864,0.175274,0.161074,0.155532,0.158433,0.166745,0.189064,0.177929,0.205631
5700,0.178085,0.187263,0.156204,0.18124,0.186312,0.165917,0.159017,0.192553,0.166964,0.153635,0.166954,0.184438
5710,0.187519,0.187305,0.144956,0.192541,0.173099,0.163696,0.165529,0.185029,0.174137,0.195851,0.155926,0.177926
5720,0.177362,0.189249,0.149393,0.172103,0.193241,0.171783,0.167925,0.169309,0.182105,0.174409,0.176635,0.188716
5730,0.183549,0.187201,0.15152,0.185249,0.193279,0.143066,0.168919,0.163405,0.168262,0.180089,0.168036,0.188092
5740,0.193111,0.19691,0.146711,0.175215,0.181135,0.168636,0.164547,0.174154,0.161081,0.183103,0.172715,0.172294
5750,0.173948,0.194766,0.144463,0.174167,0.185324,0.149337,0.168106,0.173914,0.155862,0.180952,0.169384,0.166707
5760,0.192108,0.196291,0.159499,0.170023,0.18635,0.151705,0.176557,0.170629,0.169592,0.19316,0.178439,0.166168
5770,0.186063,0.197907,0.152515,0.180771,0.207232,0.177513,0.160533,0.187669,0.170854,0.201019,0.176488,0.169501
5780,0.187412,0.198493,0.165719,0.200099,0.180306,0.166935,0.156542,0.173142,0.176192,0.180783,0.166056,0.180281
5790,0.182462,0.207265,0.15855,0.21092,0.168073,0.158393,0.180408,0.193364,0.176065,0.17647,0.173557,0.189428
5800,0.180225,0.184846,0.156917,0.19556,0.184886,0.163535,0.159733,0.168198,0.165243,0.200188,0.174491,0.190553
5810,0.175835,0.198807,0.160094,0.188091,0.187965,0.173405,0.166217,0.185546,0.17562,0.179803,0.168489,0.167723
5820,0.16782,0.192359,0.154972,0.174383,0.174731,0.186391,0.187297,0.182782,0.187002,0.191267,0.16797,0.176913
5830,0.181913,0.195343,0.154281,0.18391,0.204785,0.164057,0.170171,0.192691,0.166912,0.197618,0.165371,0.183382
5840,0.182224,0.182156,0.150159,0.182858,0.193758,0.175508,0.166755,0.198059,0.16561,0.152604,0.176798,0.18489
5850,0.174582,0.209381,0.166828,0.209215,0.200651,0.170271,0.161275,0.197314,0.184039,0.178097,0.162743,0.179165
5860,0.163143,0.183147,0.170307,0.196784,0.182484,0.162362,0.171528,0.16991,0.172317,0.187767,0.172629,0.18973
5870,0.17943,0.186791,0.168343,0.201827,0.192041,0.173343,0.17302,0.183227,0.167844,0.16986,0.158515,0.172917
5880,0.192609,0.195979,0.155998,0.192422,0.190584,0.184755,0.18125,0.173059,0.169101,0.186801,0.179127,0.19377
5890,0.176284,0.194261,0.156962,0.184571,0.208496,0.171045,0.185068,0.178655,0.186557,0.177674,0.155116,0.186248
5900,0.166333,0.217217,0.159019,0.192256,0.170068,0.168806,0.175361,0.181423,0.179575,0.184018,0.159271,0.182614
5910,0.169582,0.196541,0.160914,0.164994,0.185745,0.17263,0.184611,0.174721,0.173207,0.181967,0.164573,0.173397
5920,0.178783,0.210479,0.161876,0.200437,0.188494,0.164826,0.170559,0.184291,0.182147,0.193821,0.158052,0.18238
5930,0.173836,0.192519,0.177809,0.184373,0.180114,0.156108,0.161645,0.178961,0.194638,0.196543,0.160947,0.187538
5940,0.172493,0.197303,0.162484,0.204149,0.194747,0.184453,0.170037,0.182107,0.180973,0.186781,0.181477,0.162782
5950,0.177876,0.202138,0.176448,0.194416,0.182427,0.180885,0.184218,0.183604,0.185257,0.190551,0.174224,0.176401
5960,0.171038,0.207457,0.160217,0.208591,0.181765,0.173851,0.181934,0.183276,0.179243,0.194267,0.152877,0.173106
5970,0.191031,0.202354,0.166532,0.195139,0.192233,0.178942,0.181422,0.189513,0.180291,0.188007,0.169591,0.186295
5980,0.178522,0.202675,0.158752,0.190043,0.178342,0.189601,0.174689,0.184417,0.181248,0.201517,0.180857,0.177894
5990,0.173659,0.207175,0.171657,0.204838,0.192313,0.199895,0.176743,0.186967,0.178448,0.192765,0.180505,0.16285
6000,0.170635,0.218764,0.166177,0.212539,0.195321,0.184057,0.178253,0.167694,0.196699,0.193272,0.178501,0.193523
6010,0.169314,0.190733,0.17151,0.198094,0.187366,0.189423,0.166122,0.173481,0.177302,0.188053,0.169213,0.182089
6020,0.171588,0.199347,0.180092,0.193895,0.196471,0.19803,0.181001,0.185183,0.186289,0.203312,0.172443,0.197209
6030,0.177815,0.20598,0.162734,0.217045,0.191109,0.196844,0.174961,0.169975,0.189593,0.193433,0.156446,0.176543
6040,0.176445,0.2015,0.17984,0.207382,0.190561,0.183139,0.187272,0.188722,0.183727,0.19493,0.164796,0.171209
6050,0.175018,0.201386,0.188508,0.194325,0.183127,0.179962,0.178555,0.178015,0.191281,0.194951,0.170439,0.186619
6060,0.17993,0.208658,0.189026,0.184267,0.192245,0.188372,0.181432,0.181605,0.183237,0.181912,0.171731,0.17127
6070,0.173306,0.19576,0.185347,0.224994,0.208433,0.185172,0.174696,0.184031,0.188378,0.192244,0.174691,0.169609
6080,0.180294,0.188727,0.182895,0.180452,0.204106,0.184703,0.171788,0.204239,0.204377,0.204905,0.171264,0.169744
6090,0.166162,0.214292,0.175451,0.20649,0.185375,0.196658,0.184306,0.186996,0.177559,0.198166,0.174272,0.169616
6100,0.180065,0.201798,0.187249,0.203536,0.16887,0.192845,0.167145,0.202687,0.191401,0.20533,0.189316,0.180043
6110,0.187325,0.198519,0.173546,0.217365,0.205478,0.178244,0.184635,0.188159,0.209589,0.220989,0.170937,0.19204
6120,0.180625,0.207018,0.18869,0.191604,0.186435,0.197895,0.179561,0.182374,0.205428,0.193284,0.169574,0.185536
6130,0.179772,0.210533,0.181162,0.202848,0.182877,0.200281,0.177647,0.18076,0.193692,0.215261,0.169282,0.175945
6140,0.170583,0.183692,0.18045,0.208466,0.175378,0.198069,0.182705,0.18816,0.192174,0.202456,0.184853,0.19025
6150,0.188857,0.202159,0.187059,0.195855,0.174738,0.205927,0.19817,0.195175,0.207276,0.203686,0.170431,0.208919
6160,0.175822,0.189699,0.19117,0.19744,0.199065,0.185844,0.182392,0.194069,0.192447,0.220027,0.175609,0.193816
6170,0.199412,0.197009,0.180917,0.194465,0.1902,0.192766,0.18532,0.180766,0.186211,0.216619,0.185091,0.201421
6180,0.169722,0.219494,0.173527,0.223265,0.212284,0.185093,0.182816,0.196388,0.197767,0.2197,0.182531,0.202847
6190,0.183942,0.203274,0.196278,0.212588,0.1926,0.188799,0.16679,0.173649,0.195353,0.198719,0.184161,0.19674
6200,0.179452,0.214437,0.19395,0.19713,0.198999,0.189799,0.165069,0.188935,0.194959,0.204894,0.171933,0.209313
6210,0.170994,0.188549,0.167716,0.200738,0.181522,0.204857,0.163801,0.197841,0.200206,0.201789,0.180428,0.207371
6220,0.182447,0.201749,0.213426,0.217992,0.197751,0.198683,0.175939,0.200743,0.20923,0.19535,0.185836,0.194371
6230,0.192585,0.209706,0.202963,0.208869,0.194031,0.22217,0.177884,0.197634,0.184813,0.206566,0.182809,0.190558
6240,0.167824,0.214743,0.192879,0.213799,0.203555,0.183436,0.178365,0.214432,0.198988,0.205826,0.183961,0.19939
6250,0.186365,0.199398,0.187999,0.206899,0.199476,0.205739,0.179474,0.193116,0.210398,0.199843,0.181214,0.191388
6260,0.184557,0.203673,0.182982,0.205213,0.205007,0.203677,0.163606,0.202231,0.191015,0.191663,0.178258,0.198004
6270,0.186445,0.203635,0.185634,0.207918,0.204144,0.211682,0.165637,0.206275,0.208199,0.223625,0.18724,0.204424
6280,0.195644,0.200713,0.193534,0.216004,0.196875,0.19774,0.178398,0.217831,0.196399,0.225729,0.17151,0.192303
6290,0.188786,0.206034,0.177005,0.215825,0.22335,0.19193,0.174188,0.207377,0.196316,0.219192,0.185364,0.200453
6300,0.182613,0.202737,0.183963,0.211407,0.194905,0.182922,0.188608,0.197271,0.209847,0.201472,0.16488,0.199716
6310,0.180455,0.201144,0.19039,0.199453,0.191196,0.196601,0.195139,0.214399,0.185359,0.230741,0.175151,0.174136
6320,0.190041,0.203763,0.187023,0.224387,0.201613,0.189863,0.197289,0.223368,0.226987,0.197925,0.185967,0.205209
6330,0.196351,0.220492,0.186779,0.231032,0.209074,0.189545,0.190042,0.188367,0.187023,0.222016,0.178059,0.216349
6340,0.185856,0.215555,0.194853,0.188535,0.18731,0.202358,0.188544,0.204135,0.205605,0.211073,0.17735,0.213412
6350,0.18536,0.198534,0.184469,0.205981,0.191865,0.19068,0.184194,0.226125,0.199458,0.236163,0.174995,0.186663
6360,0.205292,0.191854,0.195647,0.193908,0.170466,0.213101,0.183663,0.203833,0.195697,0.218035,0.185287,0.207011
6370,0.177793,0.220079,0.195704,0.228836,0.199651,0.191316,0.189575,0.210078,0.203924,0.208683,0.182269,0.193839
6380,0.206068,0.195941,0.187832,0.235979,0.186259,0.215781,0.176896,0.205187,0.210226,0.20179,0.182933,0.214645
6390,0.187109,0.212225,0.191041,0.192475,0.195008,0.198675,0.192987,0.203225,0.200909,0.212794,0.176834,0.191227
6400,0.190007,0.220224,0.181873,0.212094,0.196955,0.203613,0.203574,0.204045,0.205726,0.204485,0.18579,0.197138
6410,0.183364,0.209993,0.179465,0.227739,0.207473,0.213936,0.19915,0.231006,0.199206,0.22989,0.191262,0.214661
6420,0.189017,0.206101,0.182891,0.215082,0.205017,0.187095,0.179292,0.2104,0.198565,0.206348,0.191668,0.218652
6430,0.179975,0.218669,0.207538,0.239139,0.207326,0.194889,0.194047,0.204697,0.209497,0.227718,0.17139,0.222858
6440,0.198232,0.223414,0.198121,0.215419,0.199397,0.191722,0.193003,0.222579,0.20484,0.224127,0.192724,0.19604
6450,0.197999,0.221649,0.180086,0.242152,0.199144,0.197553,0.185865,0.224079,0.203697,0.224417,0.184738,0.216712
6460,0.18977,0.196579,0.181005,0.214862,0.203741,0.210205,0.179403,0.225912,0.200002,0.22324,0.178214,0.216214
6470,0.202037,0.211524,0.202205,0.223087,0.218418,0.199662,0.183568,0.185222,0.224446,0.219268,0.186372,0.196742
6480,0.198581,0.215531,0.192754,0.241098,0.201341,0.217571,0.198342,0.206564,0.198397,0.219762,0.188311,0.205054
6490,0.188668,0.21309,0.197784,0.212265,0.207017,0.192935,0.210085,0.222937,0.203936,0.197579,0.190013,0.202048
6500,0.188394,0.212384,0.183151,0.226298,0.214812,0.213554,0.210115,0.211321,0.218736,0.233984,0.183533,0.200549
6510,0.195908,0.20566,0.186586,0.230511,0.205374,0.211657,0.189453,0.214745,0.217843,0.230493,0.179526,0.194308
6520,0.194211,0.233698,0.192679,0.231224,0.221287,0.191635,0.202069,0.212137,0.208356,0.243832,0.182457,0.202685
6530,0.193479,0.220048,0.187052,0.233049,0.1931,0.197928,0.20094,0.226014,0.210915,0.231631,0.167827,0.189742
6540,0.210086,0.225802,0.194594,0.226364,0.19937,0.213083,0.195365,0.2298,0.21634,0.222921,0.177819,0.205148
6550,0.184203,0.219601,0.1954,0.247234,0.210337,0.208846,0.210269,0.223538,0.211925,0.22753,0.191608,0.198267
6560,0.199606,0.227557,0.199665,0.234741,0.211352,0.206103,0.211109,0.232478,0.223394,0.223251,0.167322,0.195907
6570,0.187371,0.211205,0.192978,0.236349,0.193461,0.214219,0.18858,0.209997,0.239213,0.217294,0.17609,0.209549
6580,0.188876,0.224136,0.202937,0.250318,0.210352,0.213206,0.2033,0.23976,0.201355,0.22675,0.187118,0.197297
6590,0.177887,0.222923,0.189941,0.23996,0.198887,0.205584,0.196202,0.226938,0.218407,0.235814,0.202808,0.204555
6600,0.19687,0.218334,0.192495,0.250577,0.190525,0.215175,0.212422,0.205364,0.214897,0.206074,0.186492,0.191765
6610,0.193164,0.243734,0.202427,0.241259,0.209706,0.20696,0.198631,0.199384,0.226771,0.20796,0.18676,0.205821
6620,0.179898,0.244895,0.186109,0.25585,0.20966,0.218674,0.219319,0.217029,0.200351,0.218893,0.178693,0.210942
6630,0.196526,0.22519,0.199864,0.239299,0.196643,0.214488,0.19882,0.225137,0.22021,0.234641,0.179107,0.217787
